idya,areayacimiento,empresa_informante,idempresa_informante,empresa_operadora,idempresa_operadora,alta_planos_base,modificacion_planos_base,geojson
CHA,CHAÑARES HERRADOS,CHAÑARES ENERGIA S.A.,129,Petrolera Aconcagua Energia S.A.,1352,2012-01-31 15:33:00.302062,2018-01-24 14:43:45.784366,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.9463058295501,-33.3181246758431],[-68.9892497172603,-33.4100988940658],[-69.0333124953431,-33.3767357610717],[-68.9871133315312,-33.3181353852346],[-68.9463058295501,-33.3181246758431]]]]}"
